"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
630014378,"SOUTH SPRINGS HOME HEALTH CARE","HOME HEALTH AGENCY		","Non-LTC",0,"1590 OAKLAND RD","SAN JOSE",95131,"Castillo, Terrylyn","info@southspringshealthcare.com","(408) 641-8891","(408) 883-4460",530,"SANTA CLARA",7,"SAN JOSE",550002592,"04Mar2014","04Mar2015","",37.380463,-121.895266,"(37.380463, -121.895266)"
630014376,"SOJOURN HOSPICE & PALLIATIVE CARE - SACRAMENTO, LLC","HOSPICE	","Non-LTC",0,"2450 VENTURE OAKS WAY","SACRAMENTO",95833,"Crooks, Richard M","","","(916) 548-1770",440,"SACRAMENTO",3,"SACRAMENTO",550002492,"15Nov2013","15Nov2013","",38.610478,-121.512764,"(38.610478, -121.512764)"
930001154,"VERDUGO HILLS HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",18,"1812 VERDUGO BLVD","GLENDALE",91208,"Davey, Ronald","","","(818) 790-7100",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000173,"08Dec1972","29May2015","",34.205569,-118.216323,"(34.205569, -118.216323)"
630014375,"COMPASSIONATE TOUCH HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"813 W WHITTIER BLVD","MONTEBELLO",90640,"Cutler, Amelita H.","","","(323) 278-0988",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002808,"08Aug2014","08Aug2014","",34.010087,-118.108469,"(34.010087, -118.108469)"
930001153,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA D/P SNF","SKILLED NURSING FACILITY","LTC",26,"300 W HUNTINGTON DR","ARCADIA",91007,"Lee, Dennis","","(626) 821-5916","",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000103,"23May1957","01May2015","",34.13444,-118.042793,"(34.13444, -118.042793)"
630014374,"TULLY ROAD HOME TRAINING","CHRONIC DIALYSIS CLINIC	","Non-LTC",0,"1290 TULLY RD","SAN JOSE",95122,"","","(408) 275-0115","(408) 275-0105",530,"SANTA CLARA",7,"SAN JOSE",,"","","",37.315976,-121.835125,"(37.315976, -121.835125)"
630014370,"SATELLITE DIALYSIS","CHRONIC DIALYSIS CLINIC	","Non-LTC",32,"1290 TULLY RD","SAN JOSE",95122,"Devonshire, Theresa","","","(408) 993-8959",530,"SANTA CLARA",7,"SAN JOSE",550002327,"26Jul2013","26Jul2014","",37.315976,-121.835125,"(37.315976, -121.835125)"
630014369,"ADVANCED HEALTH CARE, INC.","HOSPICE	","Non-LTC",0,"13746 VICTORY BLVD","VAN NUYS",91401,"Armenuhi, Terteryan","advancedhc@yahoo.com","(818) 781-8810","(818) 781-8811",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002669,"02May2014","02May2014","",34.186648,-118.43276,"(34.186648, -118.43276)"
630014366,"GREENFIELD COMMUNITY HEALTH CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"9001 S H ST","BAKERSFIELD",93307,"Schilling, Stephen W","schilling@clinicasierravista.org","(661) 869-1503","(661) 635-3050",140,"KERN",12,"BAKERSFIELD",550002345,"30Jul2013","30Jul2014","",35.274057,-119.021303,"(35.274057, -119.021303)"
630014364,"ELITE HEALTH PROVIDERS, LLC","CONGREGATED LIVING HEALTH FACILITY","LTC",6,"27926 ROCKWOOD AVE","MORENO VALLEY",92555,"Spaeth, Catina Marie","elitehealthproviders@yahoo.com","(951) 363-8513","(951) 363-8518",430,"RIVERSIDE",25,"RIVERSIDE",550002727,"28May2014","28May2015","",33.908481,-117.17559,"(33.908481, -117.17559)"
630014363,"ADVENTIST HEALTH COMMUNITY CARE CARUTHERS EAST","COMMUNITY CLINIC 	","Non-LTC",0,"2357 W TAHOE AVE","CARUTHERS",93609,"","","","",90,"FRESNO",4,"FRESNO",40000149,"","18Mar2015","",36.54166,-119.833848,"(36.54166, -119.833848)"
630014358,"GUARDIAN ANGEL HOME CARE INC.","HOME HEALTH AGENCY		","Non-LTC",0,"5450 RALSTON ST","VENTURA",93003,"Monell, Susan","admin@gahc94.com","(805) 644-4980","(805) 644-4862",660,"VENTURA",5,"VENTURA",550002584,"12Feb2014","12Feb2015","",34.260024,-119.216163,"(34.260024, -119.216163)"
630014357,"ALMOND HOME II, ICF/DD-N","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"2551 GUMDROP DR","SAN JOSE",95148,"Capalla, June Frances","","(408) 274-8251","(408) 809-7244",530,"SANTA CLARA",7,"SAN JOSE",550002533,"07Jan2014","07Jan2015","",37.334074,-121.797603,"(37.334074, -121.797603)"
630014355,"ARMING HOME HEALTH, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"11565 LAUREL CANYON BLVD","SAN FERNANDO",91340,"Gazaryan, Marine","arminghomehealth@gmail.com","(818) 837-0009","(818) 361-4000",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002668,"29Apr2014","29Apr2015","",34.280236,-118.454972,"(34.280236, -118.454972)"
630014353,"ALEVE HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"8632 ARCHIBALD AVE","RANCHO CUCAMONGA",91730,"BORG, MELINDA","jemaimacastro@yahoo.com","","(909) 466-5452",460,"SAN BERNARDINO",24,"SAN BERNARDINO",550002406,"26Aug2013","12Mar2014","",34.096621,-117.593504,"(34.096621, -117.593504)"
630014347,"KUMAR LIFECARE HOSPICE, INC.","HOSPICE	","Non-LTC",0,"20061 SATICOY ST","WINNETKA",91306,"Kumar, Nandini","lifecarehospiceinc@gmail.com","(818) 721-8009","(818) 701-0701",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002682,"25Apr2014","25Apr2014","",34.208372,-118.570611,"(34.208372, -118.570611)"
630014346,"EXCELLENCE HOSPICE PROVIDERS, INC","HOSPICE	","Non-LTC",0,"11760 CENTRAL AVE","CHINO",91710,"DOAN, THI A","tadoan71@aol.com","(909) 591-6031","(909) 590-0348",460,"SAN BERNARDINO",24,"SAN BERNARDINO",550002518,"13Nov2013","13Nov2013","",34.039348,-117.689621,"(34.039348, -117.689621)"
630014345,"ALPHA CARE HOSPICE, INC","HOSPICE	","Non-LTC",0,"12598 CENTRAL AVE","CHINO",91710,"PRESTO, JEANE","","(909) 583-0004","(909) 718-9777",460,"SAN BERNARDINO",24,"SAN BERNARDINO",550002286,"29May2013","29May2015","",34.024346,-117.68948,"(34.024346, -117.68948)"
630014344,"SUNLIT HOSPICE INC.","HOSPICE	","Non-LTC",0,"8444 RESEDA BLVD","NORTHRIDGE",91324,"Faghani, Setareh","sunlithospice@gmail.com","","(818) 453-4864",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002722,"23May2014","23May2014","",34.224006,-118.536052,"(34.224006, -118.536052)"
630014341,"ASSURE PREGNANCY CLINIC","COMMUNITY CLINIC 	","Non-LTC",0,"9161 SIERRA AVE","FONTANA",92335,"Bauer, Kirk W","CEO@assurepregnancy.org","(909) 232-8460","(909) 232-8460",460,"SAN BERNARDINO",24,"SAN BERNARDINO",550002289,"07Jun2013","07Jun2014","",34.087153,-117.435688,"(34.087153, -117.435688)"
630014340,"REGENT HOSPICE, INC.","HOSPICE	","Non-LTC",0,"22048 SHERMAN WAY","CANOGA PARK",91303,"Francisco, Myra Linda","","(818) 280-4577","(818) 280-4566",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002667,"02May2014","02May2014","",34.200991,-118.607764,"(34.200991, -118.607764)"
630014339,"HEART 2 HEART HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"1036 N LAKE ST","BURBANK",91502,"Dilanchyan, Adrine","","(818) 921-3939","(818) 468-4444",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002666,"24Apr2014","24Apr2014","",34.185616,-118.32166,"(34.185616, -118.32166)"
630014337,"SAN FRANCISCO HOME TRAINING","CHRONIC DIALYSIS CLINIC	","Non-LTC",0,"1493 WEBSTER ST","SAN FRANCISCO",94115,"Mika, Sally","cynthia.hutchison@davita.com","(415) 346-3528","(415) 346-3382",480,"SAN FRANCISCO",22,"SAN FRANCISCO",,"","","",37.784133,-122.431236,"(37.784133, -122.431236)"
630014331,"COMMUNITY HEALTH CENTERS - NEW CUYAMA","COMMUNITY CLINIC 	","Non-LTC",0,"4711 HIGHWAY166","NEW CUYAMA",93254,"Castle, Ronald  E","psly@chccc.org","(805) 929-6446","(805) 929-3211",520,"SANTA BARBARA",5,"VENTURA",550002303,"20Jun2013","20Jun2015","",34.947816,-119.689177,"(34.947816, -119.689177)"
630014330,"RIDGECREST SPECIALTY SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"1200 N CHINA LAKE BLVD","RIDGECREST",93555,"Taheri, Daniel P","","(661) 266-8751","(760) 446-9007",140,"KERN",12,"BAKERSFIELD",,"","","",35.643154,-117.669824,"(35.643154, -117.669824)"
630014329,"HOLY CARE HOSPICE, INC.","HOSPICE	","Non-LTC",0,"13758 VICTORY BLVD","VAN NUYS",91401,"Valerio, Sherwin","holycarehospice@gmail.com","(818) 786-1500","(818) 786-1600",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002766,"11Jul2014","11Jul2014","",34.186648,-118.433293,"(34.186648, -118.433293)"
630014328,"ABSOLUTE HOSPICE & PALLIATIVE CARE, INC.","HOSPICE	","Non-LTC",0,"18300 GRIDLEY RD","ARTESIA",90701,"Soriano, Rosemarie","absolutehpc@gmail.com","(818) 450-0906","(714) 600-5396",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002545,"27Dec2013","28May2015","",33.865007,-118.090884,"(33.865007, -118.090884)"
630014325,"HOME OF COMPASSION NO.2, INC.","CONGREGATED LIVING HEALTH FACILITY","LTC",6,"13500 BORDEN AVE","SYLMAR",91342,"Martinez, Marleo","","(818)362-8493","(818)362-8485",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002932,"26Dec2014","26Jun2015","",34.317541,-118.456133,"(34.317541, -118.456133)"
630014324,"A&M MIRACLE HOSPICE","HOSPICE	","Non-LTC",0,"3857 FOOTHILL BLVD","LA CRESCENTA",91214,"Vartanian, Zarou","donaral10@hotmail.com","(818) 541-9402","(818) 541-9400",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002481,"16Oct2013","16Oct2013","",34.238932,-118.263686,"(34.238932, -118.263686)"
630014323,"A-1 HOSPICE CARE INC.","HOSPICE	","Non-LTC",0,"14242 VENTURA BLVD","SHERMAN OAKS",91423,"Torosyan, Alek","a1hospicecare@gmail.com","(818) 254-9919","(818) 602-4679",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002664,"14May2014","14May2014","",34.150021,-118.443344,"(34.150021, -118.443344)"
630014322,"BRADY HOME","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"4825 GLENHAVEN DR","OCEANSIDE",92056,"Baird, Azin","greatexpectations@cox.net","(949) 218-1670","(760) 295-4505",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",550002414,"01Oct2013","01Oct2014","",33.219679,-117.268218,"(33.219679, -117.268218)"
630014321,"BOYLE HEIGHTS DIALYSIS","CHRONIC DIALYSIS CLINIC	","Non-LTC",28,"1936 E 1ST ST","LOS ANGELES",90033,"Mehren, Haley","cynthia.hutchison@davita.com","","(615)341-5895",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",550002376,"26Aug2013","26Aug2014","",34.045905,-118.216068,"(34.045905, -118.216068)"
630014320,"WEST COAST HEALTHCARE, LLC","HOSPICE	","Non-LTC",0,"27201 PUERTA REAL","MISSION VIEJO",92691,"Collette, Derek","derekcollette@gmail.com","(210) 579-1023","(714) 464-2850",400,"ORANGE",6,"ORANGE COUNTY",550002542,"16Jan2014","16Jan2014","",33.566392,-117.671427,"(33.566392, -117.671427)"
630014315,"MEDSERV HOSPICE INC","HOSPICE	","Non-LTC",0,"217 W ALAMEDA AVE","BURBANK",91502,"","medserv@gmail.com","(818) 480-7914","(818) 480-7904",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002767,"14Jul2014","14Jul2014","",34.17518,-118.299136,"(34.17518, -118.299136)"
630014314,"VICTORY HOSPICE","HOSPICE	","Non-LTC",0,"14349 VICTORY BLVD","VAN NUYS",91401,"Brown, Jane A.","victoryhospice@yahoo.com","(818) 279-2616","(818) 639-3882",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002803,"28Jul2014","28Jul2014","",34.18669,-118.445938,"(34.18669, -118.445938)"
630014313,"STAR HOME HEALTH","HOME HEALTH AGENCY		","Non-LTC",0,"5958 VINELAND AVE","NORTH HOLLYWOOD",91601,"Calimag, Marilou B","starcentergroup@yahoo.com","(818) 821-6856","(818) 821-6854",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002723,"02May2014","02May2015","",34.179107,-118.370273,"(34.179107, -118.370273)"
630014310,"HORISONS UNLIMITED","COMMUNITY CLINIC 	","Non-LTC",0,"5320 STATE HIGHWAY 49 N","MARIPOSA",95338,"Haar, Sandra","huhc.leasing@gmail.com","(209) 383-5700","(209) 383-5200",320,"MARIPOSA",4,"FRESNO",550002471,"16Oct2013","16Apr2015","",37.498726,-119.984378,"(37.498726, -119.984378)"
630014308,"FORESTVILLE WELLNESS CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"6570 1ST ST","FORESTVILLE",95436,"","","","",590,"SONOMA",11,"SANTA ROSA/REDWOOD COAST",,"","","",38.472867,-122.891518,"(38.472867, -122.891518)"
630014304,"COMMUNITY CARE AND HOSPICE LLC","HOSPICE	","Non-LTC",0,"2941 LOMA VISTA RD","VENTURA",93003,"Kokoray, Usha","","","(805) 667-8558",660,"VENTURA",5,"VENTURA",550002403,"19Sep2013","19Sep2013","",34.275551,-119.256772,"(34.275551, -119.256772)"
630014297,"ALWAYS BEST CARE SENIOR SERVICES","HOME HEALTH AGENCY		","Non-LTC",0,"3665 RUFFIN RD","SAN DIEGO",92123,"Mathis, Diane L","","(619) 448-8078","(619) 757-1114",470,"SAN DIEGO",8,"SAN DIEGO NORTH",550002432,"25Sep2013","25Sep2014","",32.810746,-117.119555,"(32.810746, -117.119555)"
630014292,"COLD SPRINGS HOME","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"21334 COLD SPRING LN","DIAMOND BAR",91765,"Purcell, Laurie","crowell@rescare.com","(909) 596-6492","(909) 596-5360",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",550002494,"19Nov2013","19Nov2014","",33.973357,-117.840143,"(33.973357, -117.840143)"
630014288,"PROCARE HOSPICE SERVICES, INC.","HOSPICE	","Non-LTC",0,"20832 ROSCOE BLVD","WINNETKA",91306,"Ramos, Clare R","jsm.procare@yahoo.com","(818) 626-9996","(818) 626-9995",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002559,"20Dec2013","20Dec2013","",34.219918,-118.5874,"(34.219918, -118.5874)"
630014284,"SAN FRANCISCO CITY IMPACT HEALTH & WELLNESS CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"140 TURK ST","SAN FRANCISCO",94102,"Cho, Joel","clint@sfcityimpact.com","","(415) 292-1770",480,"SAN FRANCISCO",22,"SAN FRANCISCO",550002582,"29Jan2014","29Jan2015","",37.783162,-122.411467,"(37.783162, -122.411467)"
630014283,"SAINT VERENA HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"500 S KRAEMER BLVD","BREA",92821,"Mills, Joan  A","","","(714)528-8856",400,"ORANGE",6,"ORANGE COUNTY",550002591,"24Feb2014","24Feb2014","",33.91051,-117.863732,"(33.91051, -117.863732)"
630014279,"ELEOS HOSPICE, INC.","HOSPICE	","Non-LTC",0,"6850 VAN NUYS BLVD","VAN NUYS",91405,"Manansala, Lorna P","","(818) 786-1212","(818) 786-1222",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002636,"11Mar2014","11Mar2014","",34.195388,-118.448691,"(34.195388, -118.448691)"
630014276,"NORTH FINE COMMUNITY HEALTH CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"1945 N FINE AVE","FRESNO",93727,"Schilling, Stephen W","schilling@clinicasierravista.org","(559) 457-5800","(559) 457-5800",90,"FRESNO",4,"FRESNO",550002258,"16May2013","16May2015","",36.768133,-119.729109,"(36.768133, -119.729109)"
630014275,"SANTA CLARA DIALYSIS","CHRONIC DIALYSIS CLINIC	","Non-LTC",24,"777 LAWRENCE EXPY","SANTA CLARA",95051,"Zeidler, Suzette","","(408) 243-1139","(408) 243-1130",530,"SANTA CLARA",22,"SAN FRANCISCO",550002409,"28Aug2013","28Aug2014","",37.337114,-121.995532,"(37.337114, -121.995532)"
630014274,"SUNCREST HOSPICE","HOSPICE	","Non-LTC",0,"530 LAKESIDE DR","SUNNYVALE",94085,"Perucca, Scott","scott@suncrestcare.com","(408) 962-0235","(408) 900-8838",530,"SANTA CLARA",22,"SAN FRANCISCO",550002410,"17Sep2013","17Sep2013","",37.384203,-121.993352,"(37.384203, -121.993352)"
630014273,"HOME AND COMMUNITY HOSPICE INC.","HOSPICE	","Non-LTC",0,"337 N VINEYARD AVE","ONTARIO",91764,"VICTORIO, CRISTINA","GUIDITH@YAHOO.COM","(866)872-9579","(909)605-2002",460,"SAN BERNARDINO",24,"SAN BERNARDINO",550002304,"13Jun2013","13Jun2015","",34.066567,-117.611027,"(34.066567, -117.611027)"
630014272,"TRINITY HOSPICE INC.","HOSPICE	","Non-LTC",0,"484 E FOOTHILL BLVD","UPLAND",91786,"ALILIONWU, OBUMNEME","hospicetrinity@yahoo.com","(909)920-5036","(909)920-5680",460,"SAN BERNARDINO",24,"SAN BERNARDINO",550002374,"05Aug2013","05Aug2013","",34.106847,-117.644493,"(34.106847, -117.644493)"
630014271,"1 & 1 HOME HEALTH, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"1075 YORBA PL","PLACENTIA",92870,"Mabasa, Gene J","info@1and1hha.com","(714) 599-9020","(800) 940-7659",400,"ORANGE",6,"ORANGE COUNTY",550002347,"30Jul2013","30Jul2014","",33.889427,-117.844843,"(33.889427, -117.844843)"
630014268,"CAREMERIDIAN - PLEASANTON","CONGREGATED LIVING HEALTH FACILITY","LTC",12,"446 SYCAMORE RD","PLEASANTON",94566,"Francisco, Cara","","","(925) 461-2897",0,"ALAMEDA",2,"EAST BAY",550002309,"13Jun2013","13Jun2015","",37.644115,-121.878832,"(37.644115, -121.878832)"
630014258,"EXECUTIVE SURGERY CENTER, INC.","SURGICAL CLINIC 	","Non-LTC",0,"1320 EL CAPITAN DR","DANVILLE",94526,"","","","(925) 866-9300",60,"CONTRA COSTA",2,"EAST BAY",,"","","",37.784723,-121.965877,"(37.784723, -121.965877)"
630014257,"URBAN HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"2161 COLORADO BLVD","LOS ANGELES",90041,"Rosario, Roselyn T","rtrosario@sbcglobal.net","(323) 255-8037","(323) 255-8030",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002461,"16Oct2013","16Oct2013","",34.139227,-118.213326,"(34.139227, -118.213326)"
630014256,"PLANNED PARENTHOOD","COMMUNITY CLINIC 	","Non-LTC",0,"29 BAYWOOD AVE","SAN MATEO",94402,"Sarchet, Jennifer","","(650) 235-7978","(650) 235-7940",510,"SAN MATEO",22,"SAN FRANCISCO",550002300,"20Jun2013","20Jun2015","",37.564752,-122.328959,"(37.564752, -122.328959)"
630014255,"COMPASSION HOSPICE","HOSPICE	","Non-LTC",0,"791 MARYLIND AVE","CLAREMONT",91711,"Ecal, Amelia","compassionhospice@gmail.com","(909) 746-8624","(909) 746-8241",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002598,"24Jan2014","24Jan2014","",34.108664,-117.699215,"(34.108664, -117.699215)"
630014253,"BEN CONGREGATE LIVING INC","CONGREGATED LIVING HEALTH FACILITY","LTC",6,"6622 BEN AVE","NORTH HOLLYWOOD",91606,"Kazaryan, Aram","bencongregate@gmail.com","(818) 765-7067","(818) 765-7064",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002797,"12Aug2014","12Feb2015","",34.190963,-118.394274,"(34.190963, -118.394274)"
630014251,"COMMUNITY MEDICAL CENTERS, MARIPOSA ROAD","COMMUNITY CLINIC 	","Non-LTC",0,"2015 E MARIPOSA RD","STOCKTON",95205,"Noguera, Christine C","mflores@communitymedicalcenters.org","(209) 373-2892","(209) 751-1900",490,"SAN JOAQUIN",3,"SACRAMENTO",550002241,"11Apr2013","11Apr2015","",37.939207,-121.244771,"(37.939207, -121.244771)"
630014250,"SATELLITE DIALYSIS","CHRONIC DIALYSIS CLINIC	","Non-LTC",27,"2401 MERCED ST","SAN LEANDRO",94577,"Burke, Mark I","gintherw@satellitehealth.com","(650) 625-6269","(650) 404-3600",0,"ALAMEDA",2,"EAST BAY",550002257,"07May2013","07Nov2014","",37.706773,-122.169684,"(37.706773, -122.169684)"
630014248,"RITE CARE HOSPICE INC.","HOSPICE	","Non-LTC",0,"11336 CAMARILLO ST","NORTH HOLLYWOOD",91602,"Wallace, Maria  A","","(818) 812-7271","(818) 766-8000",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002507,"18Oct2013","18Oct2013","",34.157619,-118.377859,"(34.157619, -118.377859)"
630014244,"SEAPORT HOSPICE","HOSPICE	","Non-LTC",0,"1810 GILLESPIE WAY","EL CAJON",92020,"Hulewsky, Nikolas","","(619)624-0210","(619)749-2672",470,"SAN DIEGO",8,"SAN DIEGO NORTH",550002260,"13May2013","07Jan2015","",32.81922,-116.981185,"(32.81922, -116.981185)"
630014243,"HEALTHY LIVING AT HOME - FRESNO, LLC","HOME HEALTH AGENCY		","Non-LTC",0,"1318 E SHAW AVE","FRESNO",93710,"Anaya, Cesar","jonathanbliss6@gmail.com","(800) 656-9751","(888) 983-4134",90,"FRESNO",4,"FRESNO",550002343,"02Aug2013","02Aug2014","",36.808688,-119.765032,"(36.808688, -119.765032)"
630014242,"CAPITOLA SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"2265 41ST AVE","CAPITOLA",95010,"Ogimachi, David","","","(831) 462-2252",540,"SANTA CRUZ",7,"SAN JOSE",,"","","",36.981249,-121.964844,"(36.981249, -121.964844)"
630014241,"SAN PEDRO HOSPICE, INC.","HOSPICE	","Non-LTC",0,"605 S PACIFIC AVE","SAN PEDRO",90731,"Sarkisyan, Armen","maryk@sanpedrohospice.com","(310) 241-0131","(310) 241-0130",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002608,"19Feb2014","19Feb2014","",33.738551,-118.287947,"(33.738551, -118.287947)"
630014240,"HALLMARK HOME HEALTH CONNECTIONS, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"3370 MT DIABLO BLVD","LAFAYETTE",94549,"Perez, Leticia P","dtperez@hallmarkhhc.com","(888) 850-4944","(855) 872-0080",60,"CONTRA COSTA",2,"EAST BAY",550002457,"24Sep2013","24Sep2014","",37.894551,-122.107267,"(37.894551, -122.107267)"
630014238,"ASSIST ON CALL PROFESSIONAL IN-HOME CARE SERVICES, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"2100 MONUMENT BLVD","PLEASANT HILL",94523,"Mohamed, Kin","info@assistoncall-us.com","(925) 969-7636","(925) 969-7634",60,"CONTRA COSTA",2,"EAST BAY",550002456,"27Sep2013","27Sep2014","",37.946062,-122.053607,"(37.946062, -122.053607)"
630014236,"UNITED CARE MINFORD","CONGREGATED LIVING HEALTH FACILITY","LTC",6,"3005 MINFORD ST","LANCASTER",93536,"Duncan, Susan","alex@unitedcarenetwork.com","(866) 788-9917","(661) 723-4755",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002565,"23Jan2014","09Mar2015","",34.694006,-118.184224,"(34.694006, -118.184224)"
630014233,"NATIONAL HOME HEALTH SERVICES","HOME HEALTH AGENCY		","Non-LTC",0,"13701 RIVERSIDE DR","SHERMAN OAKS",91423,"Chulpaeff, Boris","alex@nationalhha.com","(310) 362-8804","(213) 673-1516",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002577,"06Feb2014","06Feb2015","",34.157638,-118.431911,"(34.157638, -118.431911)"
630014229,"BRITTANY'S PLACE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1217 W 101ST ST","LOS ANGELES",90044,"Kizzie, Barbara","mghcorporation@aol.com","(323) 754-8832","(323) 754-9051",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",550002296,"07Jun2013","07Jun2015","",33.945013,-118.296855,"(33.945013, -118.296855)"
630014218,"MOTHER THERESA HOSPICE, INC.","HOSPICE	","Non-LTC",0,"847 N HOLLYWOOD WAY","BURBANK",91505,"Lahom, Juvy J","mothertheresahospicecare@yahoo.com","(818) 566-9711","(818) 566-9701",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002562,"24Jan2014","24Jan2014","",34.165788,-118.346016,"(34.165788, -118.346016)"
630014217,"GLOBAL HOSPICE CARE","HOSPICE	","Non-LTC",0,"14640 VICTORY BLVD.","VAN NUYS",91411,"Rosales Naval, Ma Theresa","","(818) 459-3800","(818) 878-8160",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002485,"17Oct2013","19May2015","",34.186636,-118.452401,"(34.186636, -118.452401)"
630014213,"ST. ELIZABETH HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"1300 W OLYMPIC BLVD","LOS ANGELES",90015,"","downtownhospicecare@hotmail.com","(213) 568-2040","(213) 568-2000",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002609,"14Feb2014","14Feb2014","",34.047525,-118.2705,"(34.047525, -118.2705)"
630014211,"SILICON VALLEY HOME TRAINING","CHRONIC DIALYSIS CLINIC	","Non-LTC",0,"725 RIDDER PARK DR","SAN JOSE",95131,"Rodriguez-Abbott, Kathy","","","(408) 392-0239",530,"SANTA CLARA",7,"SAN JOSE",,"","","",37.378951,-121.901234,"(37.378951, -121.901234)"
630014210,"AMA HOSPICE AND PALLIATIVE CARE, INC.","HOSPICE	","Non-LTC",0,"6314 VAN NUYS BLVD","VAN NUYS",91401,"Amayao, Dyenina","amahospice@yahoo.com","(818) 988-9043","(818) 988-9002",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002486,"24Oct2013","24Oct2013","",34.18527,-118.448686,"(34.18527, -118.448686)"
630014209,"COMMUNITY HEALTH CENTERS MOBILE MEDICAL VAN 3","COMMUNITY CLINIC 	","Non-LTC",0,"150 TEJAS PL","NIPOMO",93444,"Castle, Ronald  E","psly@chccc.org","(805) 929-6446","(805) 929-3211",500,"SAN LUIS OBISPO",5,"VENTURA",550002254,"01May2013","01May2015","",35.026597,-120.498931,"(35.026597, -120.498931)"
630014208,"COMMUNITY HEALTH CENTERS MOBILE MEDICAL VAN 2","COMMUNITY CLINIC 	","Non-LTC",0,"150 TEJAS PL","NIPOMO",93444,"Castle, Ronald  E","psly@chccc.org","(805) 929-6446","(805) 929-3211",500,"SAN LUIS OBISPO",5,"VENTURA",550002255,"01May2013","01May2015","",35.026597,-120.498931,"(35.026597, -120.498931)"
